row,source_protein,target_protein,source_ensg,target_ensg,source_symbol,target_symbol
1410,P02458,Q08345,ENSG00000139219,ENSG00000230456,COL2A1,DDR1
1411,P02458,Q08345,ENSG00000139219,ENSG00000204580,COL2A1,DDR1
1412,P02458,Q08345,ENSG00000139219,ENSG00000234078,COL2A1,DDR1
1413,P02458,Q08345,ENSG00000139219,ENSG00000137332,COL2A1,DDR1
1414,P02461,Q08345,ENSG00000168542,ENSG00000215522,COL3A1,DDR1
1415,P02461,Q08345,ENSG00000168542,ENSG00000230456,COL3A1,DDR1
1416,P02461,Q08345,ENSG00000168542,ENSG00000204580,COL3A1,DDR1
1417,P02461,Q08345,ENSG00000168542,ENSG00000234078,COL3A1,DDR1
1418,P02461,Q08345,ENSG00000168542,ENSG00000137332,COL3A1,DDR1
1419,P02461,Q16832,ENSG00000168542,ENSG00000162733,COL3A1,DDR2
1420,P05997,Q08345,ENSG00000204262,ENSG00000215522,COL5A2,DDR1
1421,P05997,Q08345,ENSG00000204262,ENSG00000230456,COL5A2,DDR1
1422,P05997,Q08345,ENSG00000204262,ENSG00000204580,COL5A2,DDR1
1423,P05997,Q08345,ENSG00000204262,ENSG00000234078,COL5A2,DDR1
1424,P05997,Q08345,ENSG00000204262,ENSG00000137332,COL5A2,DDR1
1425,P09341,Q16570,ENSG00000163739,ENSG00000213088,CXCL1,ACKR1
1426,P09341,P25024,ENSG00000163739,ENSG00000163464,CXCL1,CXCR1
1427,P02778,P51677,ENSG00000169245,ENSG00000183625,CXCL10,CCR3
1428,O14625,P51677,ENSG00000169248,ENSG00000183625,CXCL11,CCR3
1429,O43927,Q9NPB9,ENSG00000156234,ENSG00000129048,CXCL13,ACKR4
1430,O43927,P49682,ENSG00000156234,ENSG00000186810,CXCL13,CXCR3
1431,P10145,Q16570,ENSG00000169429,ENSG00000213088,CXCL8,ACKR1
1432,P10145,P34741,ENSG00000169429,ENSG00000169439,CXCL8,SDC2
1433,Q07325,P51677,ENSG00000138755,ENSG00000183625,CXCL9,CCR3
1434,P07585,P00533,ENSG00000011465,ENSG00000146648,DCN,EGFR
1435,P07585,Q15303,ENSG00000011465,ENSG00000178568,DCN,ERBB4
1436,P07585,P08581,ENSG00000011465,ENSG00000105976,DCN,MET
1437,Q9NYJ7,Q9UM47,ENSG00000090932,ENSG00000074181,DLL3,NOTCH3
1438,Q9NYJ7,Q99466,ENSG00000090932,ENSG00000234876,DLL3,NOTCH4
1439,Q9NYJ7,Q99466,ENSG00000090932,ENSG00000204301,DLL3,NOTCH4
1440,Q9NYJ7,Q99466,ENSG00000090932,ENSG00000223355,DLL3,NOTCH4
1441,Q9NYJ7,Q99466,ENSG00000090932,ENSG00000238196,DLL3,NOTCH4
1442,Q9NR61,Q04721,ENSG00000128917,ENSG00000134250,DLL4,NOTCH2
1443,Q9NR61,Q9UM47,ENSG00000128917,ENSG00000074181,DLL4,NOTCH3
1444,P20800,P24530,ENSG00000127129,ENSG00000136160,EDN2,EDNRB
1445,Q12805,P00533,ENSG00000115380,ENSG00000146648,EFEMP1,EGFR
1446,O43921,P21709,ENSG00000099617,ENSG00000284816,EFNA2,EPHA1
1447,O43921,P21709,ENSG00000099617,ENSG00000146904,EFNA2,EPHA1
1448,O43921,P29320,ENSG00000099617,ENSG00000044524,EFNA2,EPHA3
1449,P29320,O43921,ENSG00000044524,ENSG00000099617,EPHA3,EFNA2
1450,P21709,P52797,ENSG00000284816,ENSG00000143590,EPHA1,EFNA3
1451,P21709,P52797,ENSG00000146904,ENSG00000143590,EPHA1,EFNA3
1452,P52797,P21709,ENSG00000143590,ENSG00000284816,EFNA3,EPHA1
1453,P52797,P21709,ENSG00000143590,ENSG00000146904,EFNA3,EPHA1
1454,P52798,P21709,ENSG00000243364,ENSG00000284816,EFNA4,EPHA1
1455,P52798,P21709,ENSG00000243364,ENSG00000146904,EFNA4,EPHA1
1456,P52803,P21709,ENSG00000184349,ENSG00000284816,EFNA5,EPHA1
1457,P52803,P21709,ENSG00000184349,ENSG00000146904,EFNA5,EPHA1
1458,P29323,P52803,ENSG00000133216,ENSG00000184349,EPHB2,EFNA5
1459,P52803,P29323,ENSG00000184349,ENSG00000133216,EFNA5,EPHB2
1460,P98172,P54764,ENSG00000090776,ENSG00000116106,EFNB1,EPHA4
1461,P04626,P98172,ENSG00000141736,ENSG00000090776,ERBB2,EFNB1
1462,P98172,P04626,ENSG00000090776,ENSG00000141736,EFNB1,ERBB2
1463,P52799,P54764,ENSG00000125266,ENSG00000116106,EFNB2,EPHA4
1464,Q15768,P54762,ENSG00000108947,ENSG00000154928,EFNB3,EPHB1
1465,P29323,Q15768,ENSG00000133216,ENSG00000108947,EPHB2,EFNB3
1466,Q15768,P29323,ENSG00000108947,ENSG00000133216,EFNB3,EPHB2
1467,Q15768,P54760,ENSG00000108947,ENSG00000196411,EFNB3,EPHB4
1468,P01133,P21860,ENSG00000138798,ENSG00000065361,EGF,ERBB3
1469,P21860,P01133,ENSG00000065361,ENSG00000138798,ERBB3,EGF
1470,O15520,P11362,ENSG00000070193,ENSG00000077782,FGF10,FGFR1
1471,O43320,P11362,ENSG00000196468,ENSG00000077782,FGF16,FGFR1
1472,O43320,P21802,ENSG00000196468,ENSG00000066468,FGF16,FGFR2
1473,O43320,P22607,ENSG00000196468,ENSG00000068078,FGF16,FGFR3
1474,O43320,P22455,ENSG00000196468,ENSG00000160867,FGF16,FGFR4
1475,O60258,P11362,ENSG00000158815,ENSG00000077782,FGF17,FGFR1
1476,O60258,P22607,ENSG00000158815,ENSG00000068078,FGF17,FGFR3
1477,O60258,P22455,ENSG00000158815,ENSG00000160867,FGF17,FGFR4
1478,O76093,P11362,ENSG00000156427,ENSG00000077782,FGF18,FGFR1
1479,O76093,P22607,ENSG00000156427,ENSG00000068078,FGF18,FGFR3
1480,O76093,P22455,ENSG00000156427,ENSG00000160867,FGF18,FGFR4
1481,O95750,P11362,ENSG00000162344,ENSG00000077782,FGF19,FGFR1
1482,O95750,P21802,ENSG00000162344,ENSG00000066468,FGF19,FGFR2
1483,O95750,P22607,ENSG00000162344,ENSG00000068078,FGF19,FGFR3
1484,P09038,P31431,ENSG00000138685,ENSG00000124145,FGF2,SDC4
1485,P09038,P11362,ENSG00000138685,ENSG00000077782,FGF2,FGFR1
1486,P09038,P18827,ENSG00000138685,ENSG00000115884,FGF2,SDC1
1487,P09038,P34741,ENSG00000138685,ENSG00000169439,FGF2,SDC2
1488,Q9NP95,P11362,ENSG00000078579,ENSG00000077782,FGF20,FGFR1
1489,Q9NP95,P21802,ENSG00000078579,ENSG00000066468,FGF20,FGFR2
1490,Q9NP95,P22607,ENSG00000078579,ENSG00000068078,FGF20,FGFR3
1491,Q9NP95,P22455,ENSG00000078579,ENSG00000160867,FGF20,FGFR4
1492,Q9NSA1,P11362,ENSG00000105550,ENSG00000077782,FGF21,FGFR1
1493,Q9NSA1,P22607,ENSG00000105550,ENSG00000068078,FGF21,FGFR3
1494,Q9GZV9,P11362,ENSG00000118972,ENSG00000077782,FGF23,FGFR1
1495,Q9GZV9,P22607,ENSG00000118972,ENSG00000068078,FGF23,FGFR3
1496,Q9GZV9,P22455,ENSG00000118972,ENSG00000160867,FGF23,FGFR4
1497,P11487,P11362,ENSG00000186895,ENSG00000077782,FGF3,FGFR1
1498,P08620,P11362,ENSG00000075388,ENSG00000077782,FGF4,FGFR1
1499,P08620,P22607,ENSG00000075388,ENSG00000068078,FGF4,FGFR3
1500,P12034,P22607,ENSG00000138675,ENSG00000068078,FGF5,FGFR3
1501,P12034,P22455,ENSG00000138675,ENSG00000160867,FGF5,FGFR4
1502,P10767,P11362,ENSG00000111241,ENSG00000077782,FGF6,FGFR1
1503,P10767,P22607,ENSG00000111241,ENSG00000068078,FGF6,FGFR3
1504,P55075,P11362,ENSG00000107831,ENSG00000077782,FGF8,FGFR1
1505,P55075,P22607,ENSG00000107831,ENSG00000068078,FGF8,FGFR3
1506,P55075,P22455,ENSG00000107831,ENSG00000160867,FGF8,FGFR4
1507,P31371,P11362,ENSG00000102678,ENSG00000077782,FGF9,FGFR1
1508,P31371,P21802,ENSG00000102678,ENSG00000066468,FGF9,FGFR2
1509,P31371,P22455,ENSG00000102678,ENSG00000160867,FGF9,FGFR4
1510,P01242,P10912,ENSG00000136487,ENSG00000112964,GH2,GHR
1511,P07492,P32247,ENSG00000134443,ENSG00000102239,GRP,BRS3
1512,P07492,P28336,ENSG00000134443,ENSG00000135577,GRP,NMBR
1513,Q99075,P04626,ENSG00000113070,ENSG00000141736,HBEGF,ERBB2
1514,P14210,P18827,ENSG00000019991,ENSG00000115884,HGF,SDC1
1515,P04439,Q8NHL6,ENSG00000206503,ENSG00000277807,HLA-A,LILRB1
1516,P04439,Q8NHL6,ENSG00000206503,ENSG00000274669,HLA-A,LILRB1
1517,P04439,P43630,ENSG00000206503,ENSG00000277181,HLA-A,KIR3DL2
1518,P04439,P43630,ENSG00000206503,ENSG00000274722,HLA-A,KIR3DL2
1519,P04439,P43630,ENSG00000206503,ENSG00000240403,HLA-A,KIR3DL2
1520,P04439,P43630,ENSG00000206503,ENSG00000275626,HLA-A,KIR3DL2
1521,P04439,P43630,ENSG00000206503,ENSG00000275083,HLA-A,KIR3DL2
1522,P04439,P43630,ENSG00000206503,ENSG00000276357,HLA-A,KIR3DL2
1523,P04439,P43630,ENSG00000206503,ENSG00000275566,HLA-A,KIR3DL2
1524,P04439,P43630,ENSG00000206503,ENSG00000276739,HLA-A,KIR3DL2
1525,P04439,P43630,ENSG00000206503,ENSG00000278442,HLA-A,KIR3DL2
1526,P04439,P43630,ENSG00000206503,ENSG00000278474,HLA-A,KIR3DL2
1527,P04439,P43630,ENSG00000206503,ENSG00000278361,HLA-A,KIR3DL2
1528,P04439,P43630,ENSG00000206503,ENSG00000278809,HLA-A,KIR3DL2
1529,P04439,P43630,ENSG00000206503,ENSG00000275416,HLA-A,KIR3DL2
1530,P04439,P43630,ENSG00000206503,ENSG00000276004,HLA-A,KIR3DL2
1531,P01889,Q8NHL6,ENSG00000234745,ENSG00000277807,HLA-B,LILRB1
1532,P01889,Q8NHL6,ENSG00000234745,ENSG00000274669,HLA-B,LILRB1
1533,P01889,P43629,ENSG00000234745,ENSG00000276423,HLA-B,KIR3DL1
1534,P01889,P43629,ENSG00000234745,ENSG00000284426,HLA-B,KIR3DL1
1535,P01889,P43629,ENSG00000234745,ENSG00000167633,HLA-B,KIR3DL1
1536,P01889,P43629,ENSG00000234745,ENSG00000284342,HLA-B,KIR3DL1
1537,P01889,P43629,ENSG00000234745,ENSG00000274036,HLA-B,KIR3DL1
1538,P01889,P43629,ENSG00000234745,ENSG00000275288,HLA-B,KIR3DL1
1539,P10321,Q8NHL6,ENSG00000204525,ENSG00000277807,HLA-C,LILRB1
1540,P10321,Q8NHL6,ENSG00000204525,ENSG00000274669,HLA-C,LILRB1
1541,P10321,P43626,ENSG00000204525,ENSG00000278821,HLA-C,KIR2DL1
1542,P10321,P43626,ENSG00000204525,ENSG00000276310,HLA-C,KIR2DL1
1543,P10321,P43626,ENSG00000204525,ENSG00000125498,HLA-C,KIR2DL1
1544,P10321,P43626,ENSG00000204525,ENSG00000278738,HLA-C,KIR2DL1
1545,P10321,P43626,ENSG00000204525,ENSG00000274926,HLA-C,KIR2DL1
1546,P10321,P43626,ENSG00000204525,ENSG00000278503,HLA-C,KIR2DL1
1547,P10321,P43626,ENSG00000204525,ENSG00000276625,HLA-C,KIR2DL1
1548,P10321,P43626,ENSG00000204525,ENSG00000274692,HLA-C,KIR2DL1
1549,P10321,P43626,ENSG00000204525,ENSG00000273510,HLA-C,KIR2DL1
1550,P10321,P43626,ENSG00000204525,ENSG00000283723,HLA-C,KIR2DL1
1551,P10321,P43626,ENSG00000204525,ENSG00000284347,HLA-C,KIR2DL1
1552,P10321,P43626,ENSG00000204525,ENSG00000273794,HLA-C,KIR2DL1
1553,P10321,P43626,ENSG00000204525,ENSG00000277356,HLA-C,KIR2DL1
1554,P10321,P43626,ENSG00000204525,ENSG00000278755,HLA-C,KIR2DL1
1555,P10321,P43626,ENSG00000204525,ENSG00000284401,HLA-C,KIR2DL1
1556,P10321,P43626,ENSG00000204525,ENSG00000278248,HLA-C,KIR2DL1
1557,P10321,P43626,ENSG00000204525,ENSG00000275750,HLA-C,KIR2DL1
1558,P10321,P43626,ENSG00000204525,ENSG00000284145,HLA-C,KIR2DL1
1559,P10321,P43626,ENSG00000204525,ENSG00000277833,HLA-C,KIR2DL1
1560,P10321,P43626,ENSG00000204525,ENSG00000278495,HLA-C,KIR2DL1
1561,P10321,P43626,ENSG00000204525,ENSG00000275276,HLA-C,KIR2DL1
1562,P10321,P43628,ENSG00000204525,ENSG00000274830,HLA-C,KIR2DL3
1563,P10321,P43628,ENSG00000204525,ENSG00000275658,HLA-C,KIR2DL3
1564,P10321,P43628,ENSG00000204525,ENSG00000284504,HLA-C,KIR2DL3
1565,P10321,P43628,ENSG00000204525,ENSG00000274410,HLA-C,KIR2DL3
1566,P10321,P43628,ENSG00000204525,ENSG00000273887,HLA-C,KIR2DL3
1567,P10321,P43628,ENSG00000204525,ENSG00000274952,HLA-C,KIR2DL3
1568,P10321,P43628,ENSG00000204525,ENSG00000276459,HLA-C,KIR2DL3
1569,P10321,P43628,ENSG00000204525,ENSG00000277924,HLA-C,KIR2DL3
1570,P10321,P43628,ENSG00000204525,ENSG00000278327,HLA-C,KIR2DL3
1571,P10321,P43628,ENSG00000204525,ENSG00000283702,HLA-C,KIR2DL3
1572,P10321,P43628,ENSG00000204525,ENSG00000243772,HLA-C,KIR2DL3
1573,P10321,P43628,ENSG00000204525,ENSG00000284333,HLA-C,KIR2DL3
1574,P10321,P43628,ENSG00000204525,ENSG00000284510,HLA-C,KIR2DL3
1575,P10321,P43628,ENSG00000204525,ENSG00000277484,HLA-C,KIR2DL3
1576,P10321,P43628,ENSG00000204525,ENSG00000276218,HLA-C,KIR2DL3
1577,P10321,P43628,ENSG00000204525,ENSG00000277317,HLA-C,KIR2DL3
1578,P10321,P43628,ENSG00000204525,ENSG00000275008,HLA-C,KIR2DL3
1579,P10321,P43628,ENSG00000204525,ENSG00000277554,HLA-C,KIR2DL3
1580,P10321,P43628,ENSG00000204525,ENSG00000283790,HLA-C,KIR2DL3
1581,P10321,P43628,ENSG00000204525,ENSG00000283708,HLA-C,KIR2DL3
1582,P10321,P43628,ENSG00000204525,ENSG00000274108,HLA-C,KIR2DL3
1583,P10321,P43628,ENSG00000204525,ENSG00000274402,HLA-C,KIR2DL3
1584,P10321,P43628,ENSG00000204525,ENSG00000276590,HLA-C,KIR2DL3
1585,P10321,P43628,ENSG00000204525,ENSG00000275623,HLA-C,KIR2DL3
1586,P17693,Q8N423,ENSG00000237216,ENSG00000274513,HLA-G,LILRB2
1587,P17693,Q8N423,ENSG00000237216,ENSG00000131042,HLA-G,LILRB2
1588,P17693,Q8N423,ENSG00000237216,ENSG00000276146,HLA-G,LILRB2
1589,P17693,Q8N423,ENSG00000237216,ENSG00000275463,HLA-G,LILRB2
1590,P17693,Q8N423,ENSG00000206506,ENSG00000274513,HLA-G,LILRB2
1591,P17693,Q8N423,ENSG00000206506,ENSG00000131042,HLA-G,LILRB2
1592,P17693,Q8N423,ENSG00000206506,ENSG00000276146,HLA-G,LILRB2
1593,P17693,Q8N423,ENSG00000206506,ENSG00000275463,HLA-G,LILRB2
1594,P17693,Q8N423,ENSG00000235346,ENSG00000274513,HLA-G,LILRB2
1595,P17693,Q8N423,ENSG00000235346,ENSG00000131042,HLA-G,LILRB2
1596,P17693,Q8N423,ENSG00000235346,ENSG00000276146,HLA-G,LILRB2
1597,P17693,Q8N423,ENSG00000235346,ENSG00000275463,HLA-G,LILRB2
1598,P17693,Q8N423,ENSG00000276051,ENSG00000274513,HLA-G,LILRB2
1599,P17693,Q8N423,ENSG00000276051,ENSG00000131042,HLA-G,LILRB2
1600,P17693,Q8N423,ENSG00000276051,ENSG00000276146,HLA-G,LILRB2
1601,P17693,Q8N423,ENSG00000276051,ENSG00000275463,HLA-G,LILRB2
1602,P17693,Q8N423,ENSG00000204632,ENSG00000274513,HLA-G,LILRB2
1603,P17693,Q8N423,ENSG00000204632,ENSG00000131042,HLA-G,LILRB2
1604,P17693,Q8N423,ENSG00000204632,ENSG00000276146,HLA-G,LILRB2
1605,P17693,Q8N423,ENSG00000204632,ENSG00000275463,HLA-G,LILRB2
1606,P17693,Q8N423,ENSG00000230413,ENSG00000274513,HLA-G,LILRB2
1607,P17693,Q8N423,ENSG00000230413,ENSG00000131042,HLA-G,LILRB2
1608,P17693,Q8N423,ENSG00000230413,ENSG00000276146,HLA-G,LILRB2
1609,P17693,Q8N423,ENSG00000230413,ENSG00000275463,HLA-G,LILRB2
1610,P17693,Q8N423,ENSG00000233095,ENSG00000274513,HLA-G,LILRB2
1611,P17693,Q8N423,ENSG00000233095,ENSG00000131042,HLA-G,LILRB2
1612,P17693,Q8N423,ENSG00000233095,ENSG00000276146,HLA-G,LILRB2
1613,P17693,Q8N423,ENSG00000233095,ENSG00000275463,HLA-G,LILRB2
1614,P17693,Q8N423,ENSG00000235680,ENSG00000274513,HLA-G,LILRB2
1615,P17693,Q8N423,ENSG00000235680,ENSG00000131042,HLA-G,LILRB2
1616,P17693,Q8N423,ENSG00000235680,ENSG00000276146,HLA-G,LILRB2
1617,P17693,Q8N423,ENSG00000235680,ENSG00000275463,HLA-G,LILRB2
1618,P16150,P05362,ENSG00000197471,ENSG00000090339,SPN,ICAM1
1619,O75144,P10747,ENSG00000160223,ENSG00000178562,ICOSLG,CD28
1620,O75144,P16410,ENSG00000160223,ENSG00000163599,ICOSLG,CTLA4
1621,Q14005,P01730,ENSG00000172349,ENSG00000010610,IL16,CD4
1622,Q8WWZ1,Q9HB29,ENSG00000136697,ENSG00000115598,IL1F10,IL1RL2
1623,Q9H293,Q9NRM6,ENSG00000166090,ENSG00000056736,IL25,IL17RB
1624,Q9UBH0,Q9HB29,ENSG00000136695,ENSG00000115598,IL36RN,IL1RL2
1625,P32004,P21860,ENSG00000198910,ENSG00000065361,L1CAM,ERBB3
1626,P31025,Q6UX01,ENSG00000160349,ENSG00000139636,LCN1,LMBR1L
1627,P09382,Q07108,ENSG00000100097,ENSG00000110848,LGALS1,CD69
1628,P01374,Q92956,ENSG00000231408,ENSG00000273936,LTA,TNFRSF14
1629,P01374,Q92956,ENSG00000231408,ENSG00000157873,LTA,TNFRSF14
1630,P01374,Q92956,ENSG00000230279,ENSG00000273936,LTA,TNFRSF14
1631,P01374,Q92956,ENSG00000230279,ENSG00000157873,LTA,TNFRSF14
1632,P01374,Q92956,ENSG00000226979,ENSG00000273936,LTA,TNFRSF14
1633,P01374,Q92956,ENSG00000226979,ENSG00000157873,LTA,TNFRSF14
1634,P01374,P20333,ENSG00000231408,ENSG00000028137,LTA,TNFRSF1B
1635,P01374,P20333,ENSG00000230279,ENSG00000028137,LTA,TNFRSF1B
1636,P01374,P20333,ENSG00000226979,ENSG00000028137,LTA,TNFRSF1B
1637,P21741,P31431,ENSG00000110492,ENSG00000124145,MDK,SDC4
1638,P21741,Q07954,ENSG00000110492,ENSG00000123384,MDK,LRP1
1639,P13591,P11362,ENSG00000149294,ENSG00000077782,NCAM1,FGFR1
1640,Q68D85,O14931,ENSG00000188211,ENSG00000223833,NCR3LG1,NCR3
1641,Q68D85,O14931,ENSG00000188211,ENSG00000237103,NCR3LG1,NCR3
1642,Q68D85,O14931,ENSG00000188211,ENSG00000237808,NCR3LG1,NCR3
1643,Q68D85,O14931,ENSG00000188211,ENSG00000204475,NCR3LG1,NCR3
1644,Q68D85,O14931,ENSG00000188211,ENSG00000225211,NCR3LG1,NCR3
1645,Q68D85,O14931,ENSG00000188211,ENSG00000206430,NCR3LG1,NCR3
1646,Q68D85,O14931,ENSG00000188211,ENSG00000236979,NCR3LG1,NCR3
1647,Q68D85,O14931,ENSG00000188211,ENSG00000236315,NCR3LG1,NCR3
1648,Q15223,P40200,ENSG00000110400,ENSG00000153283,NECTIN1,CD96
1649,Q495A1,Q92692,ENSG00000181847,ENSG00000130202,TIGIT,NECTIN2
1650,Q92692,Q495A1,ENSG00000130202,ENSG00000181847,NECTIN2,TIGIT
1651,Q92692,Q6DKI7,ENSG00000130202,ENSG00000213413,NECTIN2,PVRIG
1652,Q9NQS3,Q495A1,ENSG00000177707,ENSG00000181847,NECTIN3,TIGIT
1653,P01138,Q9UPU3,ENSG00000134259,ENSG00000156395,NGF,SORCS3
1654,P08949,P32247,ENSG00000291631,ENSG00000102239,NMB,BRS3
1655,P08949,P32247,ENSG00000197696,ENSG00000102239,NMB,BRS3
1656,Q9BQ51,Q15116,ENSG00000197646,ENSG00000276977,PDCD1LG2,PDCD1
1657,Q9BQ51,Q15116,ENSG00000197646,ENSG00000188389,PDCD1LG2,PDCD1
1658,P02776,P49682,ENSG00000163737,ENSG00000186810,PF4,CXCR3
1659,P10720,P49682,ENSG00000109272,ENSG00000186810,PF4V1,CXCR3
1660,P49763,P17948,ENSG00000119630,ENSG00000102755,PGF,FLT1
1661,P49763,O14786,ENSG00000119630,ENSG00000099250,PGF,NRP1
1662,P49763,O60462,ENSG00000119630,ENSG00000118257,PGF,NRP2
1663,P55058,O95477,ENSG00000100979,ENSG00000165029,PLTP,ABCA1
1664,P02775,Q16570,ENSG00000163736,ENSG00000213088,PPBP,ACKR1
1665,P02775,P25024,ENSG00000163736,ENSG00000163464,PPBP,CXCR1
1666,P15151,P40200,ENSG00000073008,ENSG00000153283,PVR,CD96
1667,Q99969,O00421,ENSG00000106538,ENSG00000121797,RARRES2,CCRL2
1668,Q9H3S1,O43157,ENSG00000196189,ENSG00000164050,SEMA4A,PLXNB1
1669,Q9H3S1,O15031,ENSG00000196189,ENSG00000196576,SEMA4A,PLXNB2
1670,Q9H3S1,Q9ULL4,ENSG00000196189,ENSG00000198753,SEMA4A,PLXNB3
1671,Q9H3S1,Q9Y4D7,ENSG00000196189,ENSG00000004399,SEMA4A,PLXND1
1672,Q96PD2,Q9NPR2,ENSG00000057019,ENSG00000185033,DCBLD2,SEMA4B
1673,Q9NPR2,Q96PD2,ENSG00000185033,ENSG00000057019,SEMA4B,DCBLD2
1674,Q9C0C4,O15031,ENSG00000168758,ENSG00000196576,SEMA4C,PLXNB2
1675,P21854,Q92854,ENSG00000137101,ENSG00000187764,CD72,SEMA4D
1676,Q92854,P21854,ENSG00000187764,ENSG00000137101,SEMA4D,CD72
1677,Q92854,O15031,ENSG00000187764,ENSG00000196576,SEMA4D,PLXNB2
1678,Q9H2E6,Q9HCM2,ENSG00000092421,ENSG00000221866,SEMA6A,PLXNA4
1679,Q9HCM2,Q9H2E6,ENSG00000221866,ENSG00000092421,PLXNA4,SEMA6A
1680,O75093,Q9Y6N7,ENSG00000187122,ENSG00000169855,SLIT1,ROBO1
1681,P00995,P00533,ENSG00000164266,ENSG00000146648,SPINK1,EGFR
1682,P10451,P16070,ENSG00000118785,ENSG00000026508,SPP1,CD44
1683,P10646,P31431,ENSG00000003436,ENSG00000124145,TFPI,SDC4
1684,P01135,Q15303,ENSG00000163235,ENSG00000178568,TGFA,ERBB4
1685,P07996,P31431,ENSG00000137801,ENSG00000124145,THBS1,SDC4
1686,O00300,P50591,ENSG00000164761,ENSG00000121858,TNFRSF11B,TNFSF10
1687,P50591,O00300,ENSG00000121858,ENSG00000164761,TNFSF10,TNFRSF11B
1688,O43508,Q9NP84,ENSG00000239697,ENSG00000006327,TNFSF12,TNFRSF12A
1689,Q9Y275,Q02223,ENSG00000102524,ENSG00000048462,TNFSF13B,TNFRSF17
1690,O43557,O95407,ENSG00000125735,ENSG00000243509,TNFSF14,TNFRSF6B
1691,Q9UNG2,Q9Y5U5,ENSG00000120337,ENSG00000186891,TNFSF18,TNFRSF18
1692,Q9Y5U5,Q9UNG2,ENSG00000186891,ENSG00000120337,TNFRSF18,TNFSF18
1693,P28908,P32971,ENSG00000120949,ENSG00000106952,TNFRSF8,TNFSF8
1694,P32971,P28908,ENSG00000106952,ENSG00000120949,TNFSF8,TNFRSF8
1695,P13611,P16070,ENSG00000038427,ENSG00000026508,VCAN,CD44
1696,P15692,O14786,ENSG00000112715,ENSG00000099250,VEGFA,NRP1
1697,P15692,O60462,ENSG00000112715,ENSG00000118257,VEGFA,NRP2
1698,P49765,O14786,ENSG00000173511,ENSG00000099250,VEGFB,NRP1
1699,Q13275,P51805,ENSG00000001617,ENSG00000130827,SEMA3F,PLXNA3
1700,Q13275,Q9UIW2,ENSG00000001617,ENSG00000114554,SEMA3F,PLXNA1
1701,Q13275,O14786,ENSG00000001617,ENSG00000099250,SEMA3F,NRP1
1702,Q9NRV9,P08913,ENSG00000013583,ENSG00000150594,HEBP1,ADRA2A
1703,Q9NRV9,P48039,ENSG00000013583,ENSG00000168412,HEBP1,MTNR1A
1704,Q9NRV9,Q14831,ENSG00000013583,ENSG00000196277,HEBP1,GRM7
1705,P32942,P20701,ENSG00000076662,ENSG00000005844,ICAM3,ITGAL
1706,P32942,P05107,ENSG00000076662,ENSG00000160255,ICAM3,ITGB2
1707,P32942,Q9H2X3,ENSG00000076662,ENSG00000104938,ICAM3,CLEC4M
1708,P32942,Q13349,ENSG00000076662,ENSG00000156886,ICAM3,ITGAD
1709,P08620,O14786,ENSG00000075388,ENSG00000099250,FGF4,NRP1
1710,O95631,Q6UXZ4,ENSG00000065320,ENSG00000156687,NTN1,UNC5D
1711,O95631,Q8IZJ1,ENSG00000065320,ENSG00000107731,NTN1,UNC5B
1712,O95631,Q6ZN44,ENSG00000065320,ENSG00000113763,NTN1,UNC5A
1713,O95631,P29275,ENSG00000065320,ENSG00000170425,NTN1,ADORA2B
1714,P09683,Q03431,ENSG00000070031,ENSG00000160801,SCT,PTH1R
1715,P09683,Q03431,ENSG00000274473,ENSG00000160801,SCT,PTH1R
1716,P09683,P41586,ENSG00000070031,ENSG00000078549,SCT,ADCYAP1R1
1717,P09683,P41586,ENSG00000274473,ENSG00000078549,SCT,ADCYAP1R1
1718,P09683,O60895,ENSG00000070031,ENSG00000131477,SCT,RAMP2
1719,P09683,O60895,ENSG00000274473,ENSG00000131477,SCT,RAMP2
1720,P09683,P32241,ENSG00000070031,ENSG00000114812,SCT,VIPR1
1721,P09683,P32241,ENSG00000274473,ENSG00000114812,SCT,VIPR1
1722,P09683,O60896,ENSG00000070031,ENSG00000122679,SCT,RAMP3
1723,P09683,O60896,ENSG00000274473,ENSG00000122679,SCT,RAMP3
1724,P09683,Q99678,ENSG00000070031,ENSG00000291465,SCT,GPR20
1725,P09683,Q99678,ENSG00000070031,ENSG00000204882,SCT,GPR20
1726,P09683,Q99678,ENSG00000070031,ENSG00000275181,SCT,GPR20
1727,P09683,Q99678,ENSG00000274473,ENSG00000291465,SCT,GPR20
1728,P09683,Q99678,ENSG00000274473,ENSG00000204882,SCT,GPR20
1729,P09683,Q99678,ENSG00000274473,ENSG00000275181,SCT,GPR20
1730,P09683,P07550,ENSG00000070031,ENSG00000169252,SCT,ADRB2
1731,P09683,P07550,ENSG00000274473,ENSG00000169252,SCT,ADRB2
1732,P09683,P41587,ENSG00000070031,ENSG00000106018,SCT,VIPR2
1733,P09683,P41587,ENSG00000274473,ENSG00000106018,SCT,VIPR2
1734,P09683,P13945,ENSG00000070031,ENSG00000188778,SCT,ADRB3
1735,P09683,P13945,ENSG00000274473,ENSG00000188778,SCT,ADRB3
1736,P09683,P16473,ENSG00000070031,ENSG00000165409,SCT,TSHR
1737,P09683,P16473,ENSG00000274473,ENSG00000165409,SCT,TSHR
1738,P09683,Q9NQS5,ENSG00000070031,ENSG00000139572,SCT,GPR84
1739,P09683,Q9NQS5,ENSG00000274473,ENSG00000139572,SCT,GPR84
